index,error_type,question,answers_choices,ground_truth,prediction,raw_output
525,chon_sai_dap_an_hop_le,"Ông B sống trong một khu phố thường xuyên xảy ra tranh chấp nhỏ lẻ giữa các hộ dân. Để giảm thiểu xung đột và duy trì hòa khí, ông B đang tìm hiểu về cách thức giải quyết xung đột hiệu quả mà không cần đưa ra tòa án. Trong quá trình tìm kiếm, ông đã nghe đến một quy định mới của chính phủ hướng dẫn về việc hòa giải tại các địa phương. Ông B cần tra cứu xem quy định mới nhất và các chi tiết liên quan đến việc này là gì để có thể áp dụng kịp thời khi cần thiết.",A. Xuất nhập khẩu B. Tài nguyên - môi trường C. Công nghệ thông tin D. Thuế - phí - lệ phí E. Thủ tục tố tụng F. Văn hóa - xã hội,E. Thủ tục tố tụng,F. Văn hóa - xã hội,F
531,chon_sai_dap_an_hop_le,"Một công ty mới thành lập tại Tuyên Quang đang cần thu thập thông tin để đảm bảo quyền lợi của nhân viên. Giám đốc nhân sự muốn tìm cách liên hệ với cơ quan BHXH địa phương để giải đáp thắc mắc về quy trình tham gia bảo hiểm xã hội cho người lao động. Nhờ đó, cô cần biết rõ cách thức liên lạc hiệu quả với BHXH tỉnh Tuyên Quang. Vậy có những phương thức nào tối ưu để cô có thể nắm thông tin chính xác này?",A. Bảo hiểm B. Lao động - tiền lương C. Đầu tư D. Trách nhiệm hình sự E. Vi phạm hành chính F. Tài chính nhà nước,A. Bảo hiểm,B. Lao động - tiền lương,B
538,chon_sai_dap_an_hop_le,"Ông B sống ở khu vực đang phát triển thuộc thành phố Cần Thơ. Với kế hoạch di dời cơ sở kinh doanh của mình, ông cần tìm hiểu rõ về sự hình thành và thay đổi của các khu vực hành chính trong thành phố. Cụ thể, kể từ ngày 1/7/2025, phường Tân Lộc sẽ có những phường, xã nào được sáp nhập hoặc tái cơ cấu? Điều này quan trọng để ông B có thể lập kế hoạch kinh doanh tương lai của mình một cách hiệu quả.",A. Bộ máy hành chính B. Bảo hiểm C. Giao thông vận tải D. Bất động sản E. Xuất nhập khẩu F. Xây dựng - đô thị,A. Bộ máy hành chính,F. Xây dựng - đô thị,F
539,invalid_bia_dap_an,"Ông B là một đảng viên lâu năm nhưng hiện nay ông được phép tạm ngừng các hoạt động thường kỳ trong đảng vì lý do sức khỏe. Trong bối cảnh chuyển đổi số hiện nay, ông B thắc mắc liệu mình có cần tiếp tục sử dụng ứng dụng điện tử được thiết kế dành cho đảng viên để cập nhật các thông tin cần thiết không, và nếu có, cách thức sử dụng sẽ được điều chỉnh như thế nào đối với trường hợp của ông?",A. Vi phạm hành chính B. Lĩnh vực khác C. Doanh nghiệp D. Kế toán - kiểm toán E. Bộ máy hành chính F. Sở hữu trí tuệ,E. Bộ máy hành chính,(invalid),G
540,chon_sai_dap_an_hop_le,Ông B là chủ một công ty dược phẩm đang chuẩn bị tham gia vào một đấu thầu cung cấp thuốc cho bệnh viện công. Đây là lần đầu tiên công ty ông B dự thầu cho một gói thuốc generic. Ông B muốn nắm rõ các yêu cầu và những điều kiện pháp lý bắt buộc để đảm bảo hồ sơ dự thầu của mình đáp ứng đầy đủ tiêu chuẩn cần thiết. Các chi tiết cụ thể liên quan đến việc tham gia dự thầu đối với loại thuốc này ra sao?,A. Doanh nghiệp B. Đầu tư C. Thương mại D. Xây dựng - đô thị E. Vi phạm hành chính F. Tài nguyên - môi trường,B. Đầu tư,C. Thương mại,C
542,chon_sai_dap_an_hop_le,"Khi Công ty X đang hoàn tất hạng mục công trình cho một dự án lớn, họ cần chuẩn bị hồ sơ thanh toán với chủ đầu tư. Ông B, trưởng bộ phận tài chính, nhận nhiệm vụ tìm kiếm và nộp Mẫu 03.a/TT trong Nghị định 254 để tính toán và báo cáo giá trị khối lượng công việc đã hoàn thành. Vậy, ông B có thể lấy mẫu tài liệu này từ nguồn nào để đảm bảo tính chính xác và hợp lệ của báo cáo tài chính?",A. Xây dựng - đô thị B. Tài chính nhà nước C. Doanh nghiệp D. Lao động - tiền lương E. Tài nguyên - môi trường F. Thương mại,A. Xây dựng - đô thị,B. Tài chính nhà nước,B
551,chon_sai_dap_an_hop_le,"Bà H đang công tác tại một cơ quan thuộc hệ thống pháp luật và đã có nhiều đóng góp đáng kể trong hơn 20 năm qua. Bà H dự định đề nghị xét tặng Kỷ niệm chương ""Vì sự nghiệp Tư pháp"" để ghi nhận cống hiến của mình. Để chuẩn bị tốt nhất cho việc này, bà cần tìm hiểu chi tiết các bước và yêu cầu cần thiết trong quá trình xét duyệt từ ngày 15/09/2025 theo quy định hiện hành. Vậy, bà H nên chuẩn bị hồ sơ và thực hiện các thủ tục nào để đảm bảo tính hợp lệ cho đề xuất của mình?",A. Sở hữu trí tuệ B. Dịch vụ pháp lý C. Lĩnh vực khác D. Tiền tệ ngân hàng E. Giáo dục F. Vi phạm hành chính,B. Dịch vụ pháp lý,C. Lĩnh vực khác,C
553,chon_sai_dap_an_hop_le,"Gia đình ông B sở hữu một doanh nghiệp với sự tham gia vốn của nhà nước. Trong bối cảnh các chính sách kinh tế mới được ban hành, ông B đang cân nhắc việc tái cơ cấu nguồn vốn này để tối ưu hóa lợi ích và khả năng cạnh tranh của công ty. Ông B cần tìm hiểu chi tiết về những hình thức cơ cấu lại vốn mà nhà nước có thể áp dụng tại doanh nghiệp. Hãy nêu rõ các hình thức này cũng như cách thức chúng có thể ảnh hưởng đến hoạt động kinh doanh của doanh nghiệp ông B.",A. Doanh nghiệp B. Thuế - phí - lệ phí C. Đầu tư D. Công nghệ thông tin E. Tài chính nhà nước F. Chứng khoán,A. Doanh nghiệp,E. Tài chính nhà nước,E
555,invalid_bia_dap_an,"Bà B là một nhà quản lý giáo dục đang sống tại thành phố lớn. Bà đang tìm hiểu về các chính sách mới nhằm nâng cao tiêu chuẩn giáo dục cho trẻ nhỏ, đặc biệt ở những khu vực đông dân cư như các thành phố và khu công nghiệp. Hiện tại, bà B muốn nắm bắt các mục tiêu cốt lõi của chương trình phát triển giáo dục mầm non giai đoạn 2025 - 2035 và định hướng đến năm 2045, để từ đó có thể lập kế hoạch cho trường mầm non của mình theo các tiêu chuẩn đó. Những mục tiêu cụ thể nào mà chương trình này đặt ra để cải thiện chất lượng giáo dục tại những khu vực trên?",A. Kế toán - kiểm toán B. Dịch vụ pháp lý C. Trách nhiệm hình sự D. Chứng khoán E. Tiền tệ ngân hàng F. Xây dựng - đô thị,F. Xây dựng - đô thị,(invalid),G
560,invalid_bia_dap_an,"Một công ty sản xuất đồ uống đang chuẩn bị ra mắt dòng sản phẩm nước uống đóng chai mới. Trước khi đưa sản phẩm ra thị trường, giám đốc cần đảm bảo mọi tiêu chuẩn và quy định hiện hành về chất lượng và an toàn. Do đó, ông đã yêu cầu đội ngũ pháp lý kiểm tra kỹ lưỡng các tiêu chuẩn quy định, đặc biệt là các thông số cụ thể theo yêu cầu của QCVN 6-1:2010/BYT. Vậy những chi tiết và yêu cầu cụ thể nào mà họ cần phải tuân thủ để đảm bảo sản phẩm tuân thủ đúng quy chuẩn kỹ thuật quốc gia đối với nước khoáng thiên nhiên và nước uống đóng chai?",A. Tiền tệ ngân hàng B. Quyền dân sự C. Sở hữu trí tuệ D. Bảo hiểm E. Bất động sản F. Tài chính nhà nước,C. Sở hữu trí tuệ,(invalid),G
564,chon_sai_dap_an_hop_le,"Trong một cuộc họp của ngành y tế, bà B thông báo rằng chính phủ đang thực hiện chiến lược điều động các bác sĩ đến các trạm y tế xã nhằm nâng cao chất lượng chăm sóc sức khỏe tại địa phương. Trong giai đoạn từ năm 2025 đến 2030, liệu có thực sự cần thiết áp dụng quy định theo Nghị quyết 72 để đảm bảo việc luân chuyển tối thiểu 1000 bác sĩ mỗi năm không?",A. Đầu tư B. Bảo hiểm C. Chứng khoán D. Thể thao - y tế E. Lao động - tiền lương F. Bộ máy hành chính,D. Thể thao - y tế,F. Bộ máy hành chính,F
565,invalid_bia_dap_an,"Gia đình chị Lan đang lên kế hoạch đầu tư vào bất động sản tại tỉnh Cà Mau, và quan tâm đặc biệt đến việc phát triển dự án tại một trong 39 xã phường trong khu vực. Để đưa ra quyết định đúng đắn, chị muốn tìm hiểu những dự báo chi tiết về bảng giá đất dự kiến áp dụng từ ngày 01/01/2026. Những yếu tố nào có thể ảnh hưởng đến sự điều chỉnh giá này và đâu là thông tin cần chú ý nhất cho kế hoạch đầu tư của chị Lan?",A. Quyền dân sự B. Bất động sản C. Trách nhiệm hình sự D. Thương mại E. Bộ máy hành chính F. Công nghệ thông tin,B. Bất động sản,(invalid),Bất động sản
567,invalid_bia_dap_an,"Giả sử Công ty X mới được chỉ định tham gia vào việc cung ứng các thiết bị hỗ trợ cho lực lượng quốc phòng trong những năm tới. Để thực hiện điều này một cách hiệu quả, ban lãnh đạo đang tìm hiểu các quy định và hướng dẫn cụ thể liên quan đến chính sách tài chính được nêu ra trong Thông tư 97/2025/TT-BTC. Công ty X cần nắm bắt những điểm cần thiết nào để đảm bảo việc triển khai dự án diễn ra suôn sẻ và đúng quy định?",A. Bộ máy hành chính B. Công nghệ thông tin C. Doanh nghiệp D. Trách nhiệm hình sự E. Thuế - phí - lệ phí F. Dịch vụ pháp lý,A. Bộ máy hành chính,(invalid),G
573,invalid_bia_dap_an,"Ông B đang lên kế hoạch mở rộng hoạt động chăn nuôi để sản xuất giống các loài ngựa, lừa, và la ở một trang trại mới tại vùng ngoại ô. Để thuận lợi trong việc đăng ký kinh doanh và tuân thủ đúng quy định, ông B cần xác định mã ngành kinh tế chi tiết cho mô hình chăn nuôi này. Vậy ông B cần biết mã ngành cụ thể của hoạt động chăn nuôi và sản xuất giống các loài này là gì?",A. Chứng khoán B. Xây dựng - đô thị C. Thương mại D. Doanh nghiệp E. Bộ máy hành chính F. Bất động sản,C. Thương mại,(invalid),G
574,invalid_bia_dap_an,"Ông B, một quản lý cấp cao trong bộ phận chịu trách nhiệm về việc duy trì nguồn dự trữ vật tư quốc gia, đang chuẩn bị cho một cuộc họp quan trọng. Ông cần phải nắm vững thông tin mới nhất liên quan đến các quy định khung pháp lý về quản lý và sử dụng dự trữ quốc gia. Vậy, ông B cần biết nghị định hiện hành nào đang hướng dẫn việc thực hiện các điều khoản của Luật Dự trữ quốc gia để đảm bảo mọi chính sách đều được tuân thủ đúng mực?",A. Tài chính nhà nước B. Trách nhiệm hình sự C. Vi phạm hành chính D. Giáo dục E. Tiền tệ ngân hàng F. Thủ tục tố tụng,A. Tài chính nhà nước,(invalid),G
575,chon_sai_dap_an_hop_le,"Ông B đang dự định mở một cửa hàng nhỏ để kinh doanh sản phẩm thủ công tại địa phương. Trong quá trình chuẩn bị, ông B gặp một vấn đề và cần được giải đáp: Liệu cửa hàng mới của ông ta được xem là một chi nhánh của công ty mẹ và có cần đăng ký để nhận mã số thuế riêng hay không? Điều này có ảnh hưởng thế nào đến việc kê khai và nộp thuế của ông?",A. Giao thông vận tải B. Giáo dục C. Quyền dân sự D. Thuế - phí - lệ phí E. Doanh nghiệp F. Lĩnh vực khác,E. Doanh nghiệp,D. Thuế - phí - lệ phí,D
581,invalid_bia_dap_an,"Trong bối cảnh thiên tai do bão số 10 và 11 đã gây ra thiệt hại nặng nề tại tỉnh Cao Bằng, cộng đồng đang nỗ lực chung tay để hỗ trợ những người bị ảnh hưởng. Một số tổ chức thiện nguyện và cá nhân đang rất quan tâm đến việc gửi đóng góp qua số tài khoản đã được Ủy ban MTTQ địa phương cung cấp để góp phần khắc phục hậu quả. Trong quá trình này, điều cần lưu ý là làm sao họ có thể biết chính xác thông tin cần thiết liên quan đến tài khoản này để thực hiện việc chuyển khoản một cách an toàn và hiệu quả?",A. Xây dựng - đô thị B. Thương mại C. Bảo hiểm D. Chứng khoán E. Tài nguyên - môi trường F. Bất động sản,E. Tài nguyên - môi trường,(invalid),G
584,chon_sai_dap_an_hop_le,"Bà B hiện đang sinh sống tại một khu đô thị đông đúc và có thu nhập hạn chế, không có hợp đồng lao động chính thức. Bà đang tìm hiểu về khả năng sở hữu một căn nhà thuộc diện chính sách hỗ trợ, khi biết rằng từ ngày 10/10/2025, quyền xác nhận các điều kiện liên quan đến thu nhập có thể được giao cho cơ quan công an cấp xã. Bà B cần biết liệu thông tin này có chính xác và có áp dụng cho trường hợp của mình không?",A. Chứng khoán B. Thương mại C. Xuất nhập khẩu D. Dịch vụ pháp lý E. Bất động sản F. Giáo dục,E. Bất động sản,D. Dịch vụ pháp lý,D
593,chon_sai_dap_an_hop_le,"Ông B, một doanh nhân, đang có kế hoạch mở rộng hoạt động kinh doanh sang lĩnh vực liên quan đến kim loại quý. Để thực hiện mục tiêu này một cách hợp pháp và hiệu quả, ông cần xác minh cách thức truy cập vào mẫu giấy phép cần thiết cho việc kinh doanh vàng miếng. Cụ thể, ông B đang tự hỏi rằng vào thời điểm sau năm 2025, ông có thể tìm thấy mẫu văn bản pháp lý liên quan tới giấy phép mua bán các sản phẩm vàng miếng này từ những nguồn chính thức nào?",A. Xuất nhập khẩu B. Dịch vụ pháp lý C. Bộ máy hành chính D. Thuế - phí - lệ phí E. Giao thông vận tải F. Tiền tệ ngân hàng,F. Tiền tệ ngân hàng,C. Bộ máy hành chính,C
595,invalid_bia_dap_an,"Trong bối cảnh năm 2026, bà B là giám đốc một doanh nghiệp đang chuẩn bị cho kỳ tổng điều tra kinh tế toàn quốc. Bà ấy cần phải đảm bảo rằng thông tin của công ty được báo cáo đầy đủ và chính xác theo yêu cầu của cục thống kê. Để thực hiện điều này, bà B cần tìm hiểu cách thức đăng nhập vào hệ thống điều tra kinh tế trên trang web chính thức của chính phủ. Bà cần thực hiện các bước nào để hoàn thành quá trình đăng nhập một cách suôn sẻ và chính xác nhất?",A. Kế toán - kiểm toán B. Tiền tệ ngân hàng C. Giao thông vận tải D. Thương mại E. Trách nhiệm hình sự F. Lao động - tiền lương,D. Thương mại,(invalid),G
602,chon_sai_dap_an_hop_le,"Ông B là chủ một doanh nghiệp chuẩn bị tung sản phẩm mới ra thị trường nhằm nâng cao doanh số bán hàng. Để thu hút sự quan tâm của khách hàng, ông cân nhắc thực hiện các chương trình khuyến mãi hấp dẫn. Ông B muốn tìm hiểu những quy định mới nhất có thể sẽ có ảnh hưởng tới việc tiến hành các chương trình này, nhằm đảm bảo mọi hoạt động đều hợp pháp và hiệu quả. Do đó, ông cần xác định rõ cách thức điều chỉnh đối tượng hàng hóa hay dịch vụ được dùng cho mục đích khuyến mại theo dự thảo sửa đổi là như thế nào?",A. Thương mại B. Dịch vụ pháp lý C. Lao động - tiền lương D. Bảo hiểm E. Bất động sản F. Văn hóa - xã hội,A. Thương mại,B. Dịch vụ pháp lý,B. Dịch vụ pháp lý
608,chon_sai_dap_an_hop_le,"Ông B vừa tham dự một tọa đàm tại địa phương về nguy cơ và thực trạng của nạn mua bán người trong xã hội hiện nay. Sau sự kiện, ông B muốn biết chi tiết về vai trò mà cơ quan chức năng, đặc biệt là Bộ Tư pháp, đảm nhận trong việc quản lý, ngăn chặn và xử lý các vấn nạn liên quan đến mua bán người. Ông B nên tìm hiểu những nội dung trách nhiệm nào thuộc về Bộ Tư pháp trong bối cảnh này?",A. Giáo dục B. Văn hóa - xã hội C. Doanh nghiệp D. Bảo hiểm E. Bộ máy hành chính F. Chứng khoán,B. Văn hóa - xã hội,E. Bộ máy hành chính,E
614,chon_sai_dap_an_hop_le,"Ông Minh đang điều hành một trung tâm nghiên cứu khoa học tại Hà Nội và muốn tận dụng nguồn lực sẵn có để khởi nghiệp. Trước khi tiến hành, ông quan tâm đến việc sử dụng các tài sản thuộc quyền sở hữu của trung tâm để đầu tư vào một doanh nghiệp mới, nhằm thương mại hóa các phát minh công nghệ đã nghiên cứu. Vậy, ông Minh cần tìm hiểu những loại tài sản nào thuộc quyền quản lý của trung tâm có thể được sử dụng để góp vốn vào doanh nghiệp trong khuôn khổ pháp luật hiện hành?",A. Sở hữu trí tuệ B. Lao động - tiền lương C. Giao thông vận tải D. Đầu tư E. Doanh nghiệp F. Công nghệ thông tin,E. Doanh nghiệp,A. Sở hữu trí tuệ,A
616,chon_sai_dap_an_hop_le,"Doanh nghiệp X đang chuẩn bị mở rộng hoạt động ra thị trường quốc tế bằng cách xuất khẩu một số hàng hóa đặc biệt có thể sử dụng cho cả mục đích dân sự và quân sự. Để tuân thủ pháp luật, họ cần hoàn thiện hồ sơ xin cấp giấy phép cần thiết. Công ty X phải tìm hiểu xem mẫu đơn nào được quy định theo Nghị định 259 để đảm bảo các thủ tục hoàn toàn hợp pháp và đầy đủ. Vậy, mẫu đơn đề nghị cấp giấy phép được doanh nghiệp cần chuẩn bị trong tình huống này là gì?",A. Xuất nhập khẩu B. Giao thông vận tải C. Thương mại D. Công nghệ thông tin E. Tài nguyên - môi trường F. Dịch vụ pháp lý,C. Thương mại,A. Xuất nhập khẩu,A
620,chon_sai_dap_an_hop_le,"Bà B là trưởng phòng đào tạo tại một cơ quan nhà nước, đang phụ trách tổ chức khóa bồi dưỡng cho công chức địa phương. Để đảm bảo chất lượng và hiệu quả cho khóa học, bà B cần nắm rõ mức chi tiêu hợp lý cho việc biên soạn các tài liệu giảng dạy và tài liệu bổ trợ khác. Bà đang xem xét các quy chuẩn tài chính được nêu trong Thông tư 100 để xác định cách thức phân bổ ngân sách một cách tối ưu cho hoạt động đào tạo này. Bà cần tìm hiểu cụ thể về những quy định chi tiết liên quan đến việc này là gì?",A. Đầu tư B. Giáo dục C. Thủ tục tố tụng D. Bộ máy hành chính E. Xây dựng - đô thị F. Lĩnh vực khác,D. Bộ máy hành chính,B. Giáo dục,B
625,invalid_bia_dap_an,"Ông B có con trai chuẩn bị đủ tuổi thực hiện nghĩa vụ với đất nước và gia đình đang lên kế hoạch cho tương lai gần để sắp xếp công việc cá nhân một cách hợp lý. Họ cần thông tin chi tiết về thời gian tập trung trong năm 2026 để biết con trai mình phải tham gia vào thời điểm nào. Vậy, cần tìm hiểu kỹ về mốc thời gian liên quan đến việc nhận quân theo các thông báo của cơ quan có thẩm quyền.",A. Quyền dân sự B. Đầu tư C. Bất động sản D. Tiền tệ ngân hàng E. Bảo hiểm F. Kế toán - kiểm toán,A. Quyền dân sự,(invalid),G
627,invalid_bia_dap_an,"Anh B vừa nghe thông tin rằng tỉnh Lâm Đồng đã tổ chức đợt 1 của cuộc thi liên quan đến Chuyển đổi số năm 2025. Anh ta rất quan tâm và muốn so sánh kiến thức của mình với đáp án chính thức để chuẩn bị cho các đợt tiếp theo. Vì vậy, anh B cần tìm cách tiếp cận nguồn thông tin nào để biết được nội dung và đáp án chi tiết của đợt 1 cuộc thi này?",A. Lĩnh vực khác B. Lao động - tiền lương C. Xuất nhập khẩu D. Sở hữu trí tuệ E. Bảo hiểm F. Thuế - phí - lệ phí,A. Lĩnh vực khác,(invalid),G. Công nghệ thông tin
628,chon_sai_dap_an_hop_le,"Ông B sống tại Hà Nội và đang quan tâm đến việc mở rộng kinh doanh thông qua việc góp vốn vào một doanh nghiệp mới. Với nhiều quy định thay đổi gần đây, ông B cần nắm rõ thông tin từ Nghị định 271/2025/NĐ-CP về các quy định liên quan đến việc thiết lập và gia nhập doanh nghiệp tại địa phương này. Ông cần phải hiểu rõ những thủ tục và ràng buộc pháp lý nào để thực hiện việc này một cách hiệu quả?",A. Doanh nghiệp B. Dịch vụ pháp lý C. Trách nhiệm hình sự D. Lĩnh vực khác E. Bảo hiểm F. Bộ máy hành chính,A. Doanh nghiệp,B. Dịch vụ pháp lý,B
631,invalid_bia_dap_an,"Một công dân sau khi đã hoàn thành xong các điều kiện cần thiết để xin ân xá tìm hiểu về quy trình pháp lý có liên quan. Anh ta muốn cập nhật thông tin mới nhất về các quy định chi tiết trong văn bản dưới luật do chính phủ ban hành để biết rõ hơn về quyền lợi của mình. Vậy, nghị định nào của chính phủ hiện tại đang hướng dẫn cụ thể cho Luật Đặc xá mà anh ta cần lưu ý?",A. Trách nhiệm hình sự B. Tài chính nhà nước C. Thủ tục tố tụng D. Bất động sản E. Dịch vụ pháp lý F. Tiền tệ ngân hàng,C. Thủ tục tố tụng,(invalid),G
643,chon_sai_dap_an_hop_le,"Giả sử bà B, người đang điều hành một tổ chức phi chính phủ chuyên hỗ trợ các cá nhân có hoàn cảnh khó khăn, đang có kế hoạch mở rộng hoạt động thông qua việc thiết lập một cơ sở trợ giúp xã hội mới. Để đảm bảo tuân thủ đúng quy định pháp lý, bà B cần nắm rõ theo quy định hiện hành, cụ thể trong Nghị định 147/2025/NĐ-CP, những bên nào có thẩm quyền đưa ra quyết định liên quan đến việc cấp mới, gia hạn, điều chỉnh hay chấm dứt hiệu lực giấy phép cho cơ sở này. Ai sẽ là những người hoặc cơ quan chịu trách nhiệm trong quá trình này?",A. Tài chính nhà nước B. Tài nguyên - môi trường C. Kế toán - kiểm toán D. Giáo dục E. Thể thao - y tế F. Bất động sản,E. Thể thao - y tế,F. Bất động sản,F
653,chon_sai_dap_an_hop_le,"Anh B đang chuẩn bị ký kết hợp đồng với một công ty cung cấp dịch vụ chăm sóc công nghệ thông tin cho doanh nghiệp mình. Để đảm bảo quyền lợi và tránh rủi ro pháp lý, anh quyết định tìm kiếm mẫu hợp đồng dịch vụ mới nhất áp dụng cho năm 2025. Trong bối cảnh này, anh cần nắm bắt các điểm pháp lý quan trọng và tiêu chuẩn nào nên được lưu ý trong hợp đồng dịch vụ hiện hành?",A. Quyền dân sự B. Doanh nghiệp C. Tiền tệ ngân hàng D. Giáo dục E. Văn hóa - xã hội F. Tài chính nhà nước,A. Quyền dân sự,B. Doanh nghiệp,B
656,invalid_bia_dap_an,"Những người có trách nhiệm trong bệnh viện công lập cần chuẩn bị một kế hoạch đấu thầu dược phẩm cho năm tới. Họ muốn đảm bảo rằng mọi quy trình đều tuân thủ theo các quy định mới nhất do cơ quan y tế ban hành. Vì vậy, họ cần tìm hiểu kỹ càng về nội dung của Thông tư 40/2025/TT-BYT để biết được những điều khoản và yêu cầu mới trong việc tổ chức đấu thầu thuốc tại các cơ sở y tế. Điều này sẽ giúp họ thực hiện một quy trình chọn lựa nhà thầu minh bạch và hiệu quả. Vậy, những điểm cần lưu ý trong thông tư này là gì?",A. Đầu tư B. Giáo dục C. Vi phạm hành chính D. Sở hữu trí tuệ E. Dịch vụ pháp lý F. Thể thao - y tế,F. Thể thao - y tế,(invalid),G. Đấu thầu thuốc
657,chon_sai_dap_an_hop_le,"Để chuẩn bị cho một cuộc họp quan trọng về hoạt động mua sắm vật tư y tế, bà B, một quản lý tại bệnh viện công, đang làm việc với đội ngũ của mình để thu thập các văn bản pháp lý cần thiết. Trong số đó, Thông tư 40/2025/TT-BYT có vai trò quan trọng trong việc hướng dẫn cách thức tiến hành đấu thầu thuốc tại các cơ sở y tế công lập. Bà B cần biết những nguồn đáng tin cậy và chính xác để có thể tiếp cận và tải về các tài liệu cần thiết phục vụ cho công việc này. Vậy, bà B có thể tìm kiếm và thu thập những thông tin này từ đâu một cách hiệu quả nhất?",A. Xây dựng - đô thị B. Đầu tư C. Dịch vụ pháp lý D. Quyền dân sự E. Công nghệ thông tin F. Thể thao - y tế,B. Đầu tư,C. Dịch vụ pháp lý,C
661,chon_sai_dap_an_hop_le,"Ông B là giám đốc tài chính của một công ty đang thực hiện dự án có nguồn vốn lớn từ nhà nước. Trong quá trình theo dõi dự án, ông cần thu thập thông tin chi tiết về tình hình tài chính, đặc biệt là các khoản phải thu và phải trả. Để làm điều này, ông B muốn tìm mẫu báo cáo phù hợp, cụ thể là Mẫu 07/QTDA theo Thông tư 91. Vì vậy, làm thế nào ông B có thể tiếp cận được tài liệu này cũng như đánh giá chính xác tình hình công nợ của dự án thông qua việc sử dụng mẫu báo cáo này?",A. Công nghệ thông tin B. Tài nguyên - môi trường C. Sở hữu trí tuệ D. Kế toán - kiểm toán E. Tài chính nhà nước F. Doanh nghiệp,E. Tài chính nhà nước,D. Kế toán - kiểm toán,D
665,chon_sai_dap_an_hop_le,"Bà B là một chuyên gia pháp lý quốc tế và đang chuẩn bị một báo cáo về sự tham gia của các quốc gia vào các hiệp ước quốc tế. Khi nghiên cứu về Công ước Hà Nội 2025, bà cần thu thập thông tin chi tiết về việc nước nào đã ký tham gia, trong đó có nội dung quan trọng liên quan đến trách nhiệm pháp lý mà các nước này cam kết. Báo cáo cần liệt kê cụ thể những quốc gia này và các điểm chính của nội dung ký kết ra sao?",A. Giao thông vận tải B. Thể thao - y tế C. Thuế - phí - lệ phí D. Trách nhiệm hình sự E. Tài nguyên - môi trường F. Quyền dân sự,D. Trách nhiệm hình sự,E. Tài nguyên - môi trường,E
669,chon_sai_dap_an_hop_le,"Ông B đang có kế hoạch mở rộng cơ sở kinh doanh vàng trang sức của mình và dự định hoàn tất các thủ tục cấp, sửa đổi, bổ sung Giấy chứng nhận cần thiết. Để đảm bảo mọi thứ suôn sẻ, ông muốn tìm hiểu rõ hơn về quy trình và yêu cầu pháp lý mới áp dụng từ ngày 10/10/2025 mà doanh nghiệp của ông phải tuân thủ. Vậy những bước cần thiết trong quá trình này là gì?",A. Thuế - phí - lệ phí B. Tiền tệ ngân hàng C. Bộ máy hành chính D. Văn hóa - xã hội E. Thủ tục tố tụng F. Bảo hiểm,B. Tiền tệ ngân hàng,C. Bộ máy hành chính,C
671,chon_sai_dap_an_hop_le,"Ông B đang dự định tham gia một dự án đấu thầu quốc gia và đã nộp hồ sơ mời quan tâm qua hệ thống điện tử. Tuy nhiên, ông nhận thấy một số thông tin chưa rõ ràng và dự định gửi yêu cầu làm rõ. Ông B cần biết thời hạn mà bên mời thầu phải tuân theo để phản hồi các thắc mắc của ông nhằm đảm bảo tiến trình chuẩn bị tài liệu dự thầu diễn ra thuận lợi. Thời gian phản hồi của bên mời thầu là bao lâu?",A. Lao động - tiền lương B. Tài nguyên - môi trường C. Đầu tư D. Lĩnh vực khác E. Giao thông vận tải F. Chứng khoán,C. Đầu tư,D. Lĩnh vực khác,D
676,invalid_bia_dap_an,"Chị B là chủ sở hữu một trang trại trồng dứa quy mô lớn và đang lên kế hoạch mở rộng hoạt động kinh doanh của mình. Để đảm bảo việc đăng ký kinh doanh và mã ngành phù hợp với quy định, chị ấy cần tìm hiểu về mã ngành liên quan đến việc trồng cây loại này. Theo bạn, chị B cần biết những thông tin gì về mã ngành đã được quy định trong các văn bản pháp lý hiện hành, chẳng hạn như Quyết định 36?",A. Xây dựng - đô thị B. Văn hóa - xã hội C. Thương mại D. Sở hữu trí tuệ E. Bảo hiểm F. Đầu tư,C. Thương mại,(invalid),G. Nông nghiệp
679,chon_sai_dap_an_hop_le,"Một doanh nghiệp phát hiện có dấu hiệu gian lận tài chính và đề nghị cơ quan chức năng điều tra. Cơ quan điều tra đã yêu cầu thực hiện việc giám định các tài liệu liên quan để đưa ra kết luận chính xác. Trong bối cảnh này, lãnh đạo doanh nghiệp muốn biết rõ các quy định cụ thể về thời gian thực hiện quá trình giám định đó theo pháp luật hiện hành là như thế nào?",A. Bộ máy hành chính B. Trách nhiệm hình sự C. Bảo hiểm D. Xuất nhập khẩu E. Thủ tục tố tụng F. Thể thao - y tế,B. Trách nhiệm hình sự,E. Thủ tục tố tụng,E
